D1,D2,D3,D4,D5,S1,S2,S3,S4,medsq2,precmed
9.588718414,3.579394579,0.29386884,0.700057149,-0.780185938,4.413132191,1.868561506,-0.733706117,-0.494493067,#N/A,21902
0.89390403,0.909211636,-5.369803905,-0.790911555,-0.869461715,1.492635846,2.282405853,-0.484889984,-0.065571383,#N/A,14594
-2.012248039,-0.409525394,-1.000206232,-0.475400209,-0.396111816,-1.481742263,1.160010576,-0.263429433,-0.754852235,582,26230
-1.634534359,0.174601257,-1.367771149,-0.498084366,0.446666092,-1.168597221,1.326863527,-0.611929059,0.795734644,688,86319
3.547134161,0.439006984,-3.404190779,-0.60423106,0.64481616,1.563628316,2.908562899,0.496998131,0.139514968,734,67095
3.542483568,0.533242166,-3.768996716,-0.798612833,0.936581969,2.688957453,2.279294491,-0.064866453,0.213355333,763,58607
1.331345201,0.122947112,1.53781569,-1.150016546,0.292728603,1.707536697,-1.964324951,-0.575011194,0.478096366,570,39541
3.690536261,-0.283088028,1.306650162,-2.509635448,0.78703028,3.078049421,-2.853516102,-0.296059728,-0.131431937,#N/A,28005
1.457244158,-0.084153183,-2.537338257,-1.478316545,0.694187343,1.070033312,1.79895997,-0.571041763,0.076550096,#N/A,24295
4.704267025,1.560246468,2.250868559,-1.319491386,0.462290794,2.381079197,-1.305795431,-0.471311629,0.574462295,#N/A,40684
1.915681601,1.437686801,1.445349693,-1.499776721,-0.293732464,1.949366212,-1.948372483,-0.985134065,0.405707955,#N/A,30744
2.854804039,0.194863379,0.454070777,-0.152251199,1.036296606,2.212547541,-1.134431005,0.510354042,-0.292678058,#N/A,27914
2.003783941,0.521150947,-1.790059566,1.017055154,1.88168025,1.564132452,1.169775963,-0.523157179,0.407413155,797,61182
2.11665988,0.050512522,-6.21768713,-1.079066634,-2.045520544,2.430622578,2.636889935,0.233270347,-0.301685542,#N/A,31630
8.51084137,6.215291023,2.020328045,1.245282412,-3.460150957,2.968035698,1.627456903,-0.603735149,0.136150733,662,58881
18.09116554,3.469759703,4.083295345,-7.579690933,-3.788691044,8.490506172,-1.304064393,-0.251402318,0.285312355,#N/A,23660
-1.320286751,0.573301196,-0.635274529,-0.059978813,0.639662802,-0.033692487,0.740475655,-1.023438096,-0.420158505,#N/A,12259
-1.58260572,0.282119215,0.153132677,0.436427146,0.452056468,-0.300571263,0.961328268,-1.101949096,-0.087126054,800,64053
-1.079388142,0.589119077,-0.541162193,-0.263451278,0.541083157,0.800289333,0.627419889,-1.078771353,-0.658636808,#N/A,32894
-0.87674278,-1.126345038,0.648872554,0.672656,0.649121165,-0.855279028,-0.106314138,1.133679152,0.390000612,880,74212
-0.9654966,0.606782019,-1.117588162,0.088104218,-0.161573261,-0.154234514,0.749737382,-1.140039444,-0.3667413,875,70520
-0.467725515,0.903385282,-0.038513977,1.007150292,0.473473549,0.125737801,0.72734046,-1.071199417,0.011574375,945,80503
-0.672156334,1.11784935,-1.08800447,-0.259207368,1.361093998,0.445512414,0.164448828,-1.219058514,-0.472736746,862,63281
0.991395772,1.662988901,-0.377549142,1.762478828,1.232841134,-0.255169749,0.351346135,-1.044210672,0.793761015,866,50490
-1.679046035,-0.790300608,0.493448764,-0.096375287,0.206659362,-1.653662562,-0.717262924,1.061568737,0.231429905,861,81824
-0.333282918,1.433990836,-0.999535561,0.417464077,0.467003405,1.26146996,0.388211548,-1.136604071,-0.749541044,948,92712
1.756998181,2.330033779,-0.775535583,0.610815704,0.360929042,2.37696147,0.914741218,-1.948002577,-0.145416707,804,62843
8.147280693,4.102738857,1.117610455,0.660262525,-0.847421169,4.700870037,0.353850543,-1.065199614,0.117115401,1101,102933
-2.453194141,-1.282143474,1.182358742,0.091009483,-0.857115626,-1.812175035,-0.716132581,1.006608725,0.600059211,726,50272
-1.607043862,-1.41590631,1.267876267,0.925780475,-0.607793868,-1.467201114,-0.952358127,1.372231007,0.910451829,844,56663
-2.165953636,-1.121173978,1.114454746,0.344192058,-0.682197273,-1.833047032,-0.639278829,1.014229059,0.679233909,1060,102002
2.5665977,2.534387589,-0.277833939,1.152874708,0.217453688,3.329412699,-0.159561664,-1.274329662,-0.334227443,958,80258
1.659133554,1.544739008,-0.887105465,2.248464346,-0.611420214,2.517222881,-0.77348578,-1.230256438,-0.350962788,948,82501
2.477879763,0.61911273,-1.002252817,-1.795039415,0.628195286,2.655820608,0.60813117,-1.750368237,-0.372313172,589,48021
3.108664513,3.392544985,2.192020893,1.277228832,0.192098871,1.239795327,-0.11017251,-1.105965853,0.765471578,724,49777
5.748891354,5.361729145,1.696552038,2.188670397,-0.810906708,3.001955271,-0.493383676,-1.217635036,0.712683916,#N/A,53203
6.622085571,5.923624516,1.379184842,0.889574826,-1.963293195,5.347720623,-0.215483785,-1.716134429,0.202873841,1341,90114
-2.469384193,-1.586448073,1.350616336,0.446722925,-1.111515403,-2.221944809,-0.863047957,1.226059318,0.894389331,738,54146
-2.373348713,-1.782774806,1.241560102,0.379048735,-1.376516461,-1.719372153,-0.136255756,1.452804804,0.990364552,#N/A,19928
17.1771431,1.632590532,0.003895819,8.043875694,-3.091274738,10.91702652,-0.63081944,5.386534214,0.867212772,#N/A,36652
6.349298477,-2.424212456,-1.052080393,-5.056477547,2.962764263,4.661694527,0.090795159,-1.186292529,0.341885805,829,40618
-1.666582823,-0.102207534,-0.040298715,0.272024602,0.250981301,-0.552021801,1.058140755,-1.287124038,0.638568342,797,62195
-1.365675092,0.194049358,-0.658353925,-0.006879359,0.538943946,-0.465059072,1.379396677,-1.097693801,0.31067121,910,67295
-1.617515683,-0.295586884,-0.875347733,-0.190058649,-0.121386252,-0.923661351,1.543300629,-1.055106997,0.65749234,#N/A,27888
-0.192368597,1.893137813,-0.877047062,0.683754146,-0.266108572,0.893885493,1.400251746,-1.803360939,-0.385214686,#N/A,87701
0.368048817,1.436518908,-0.561938167,0.444732815,-0.179238439,0.653343737,1.076141834,-1.021766424,-0.070159793,775,51649
-0.173782989,2.091611385,-0.323839009,1.472974777,0.863398254,-0.010758433,1.337872982,-1.584404588,0.636357248,774,54530
0.113191567,0.433078766,1.622383952,-1.035076857,0.324502885,0.854011059,-1.874470949,-1.121744156,0.496092498,832,54788
-0.724969089,1.8058846,-1.610684514,0.231360137,1.706073284,0.589771152,1.871500015,-1.89426446,-0.749313116,935,83634
-0.183786705,1.338539481,-7.869537354,0.734430254,-1.84190166,0.739036977,2.07450223,-1.708732009,-0.357525229,678,47365
1.832476377,0.7780568,0.233994931,-3.054355621,1.144477725,0.752287626,1.314878941,-1.632403016,0.255279958,900,74061
2.686557055,1.497535825,0.797212124,0.213453487,-0.146321312,2.941185474,-1.64706111,-1.266897559,0.264917672,1036,97054
-2.346565485,-0.861409724,1.426048517,-0.01863949,-0.307331443,-2.203538179,-1.408085346,1.012705445,-0.372668266,800,78144
-2.245637417,-1.229071736,1.113969326,0.31364733,-0.612951934,-1.442071438,-1.125552177,1.077672243,-0.415650725,822,86068
-2.230012894,-1.455341101,1.454298019,0.128489241,-0.757768333,-1.731011629,-1.417403936,1.436209202,-0.876048267,975,75799
5.77462101,0.887473047,0.768338203,-3.200630426,-0.007381734,3.172576666,1.134823799,-1.370194912,0.325836152,748,84182
0.521642029,2.434003592,-0.218735933,1.073140979,0.965066373,1.010859966,1.154442072,-1.410779119,-0.561666369,1080,101982
4.692026615,2.307981491,0.993760943,2.331519604,-0.875559807,5.045897484,-2.426627636,-1.231285095,0.482688069,899,83846
7.135689735,2.218365192,1.442530394,-3.500803709,-0.554150045,7.060043335,-2.115459442,-2.641396761,0.858917356,874,70481
3.368524551,0.622385025,-5.856800556,-0.133715183,-2.42407608,3.022713423,3.565635681,1.825219989,-0.103591621,1393,124356
0.469706923,2.173998594,-1.91838491,0.771693051,1.882005095,2.502427101,1.735161901,-2.776792765,-0.4459548,737,62692
3.600991964,3.090317726,-1.716143966,-0.344538987,2.144977093,6.943455696,-1.514451742,-2.646859407,-0.656941175,1196,106451
1.79480958,1.529941678,-1.459322214,-0.810593605,1.680824876,2.866728306,1.620679617,-2.017359734,-0.434032887,802,63854
3.251268387,0.453033924,0.046575546,-2.652545929,1.575549722,1.445119381,1.561811686,-1.026684999,0.105870031,755,53120
40.07010651,-18.51480293,-1.951309443,2.927067757,2.329536915,15.51699543,5.681024075,12.94368744,-0.567169726,816,82822
4.474253654,-1.272624731,-5.557128906,-1.519419312,-2.181228876,2.371757269,2.540143967,1.661375165,-0.619056821,810,82609
